employee_id,first_name,last_name,email,hire_date,is_remote,status,hierarchy_level,department_id,job_id,manager_id,location_id
774,Sofia,Sharma,sofia.sharma@techcorp.fake,6/27/2024,FALSE,Active,IC,5,9,236,101
775,Wei,Anderson,wei.anderson@techcorp.fake,3/5/2020,TRUE,Active,IC,2,10,203,102
776,Joseph,Martin,joseph.martin@techcorp.fake,12/9/2022,FALSE,Active,IC,4,10,131,101
777,Matthew,Williams,matthew.williams@techcorp.fake,5/26/2016,FALSE,Terminated,IC,2,10,120,105
778,Carlos,Davis,carlos.davis@techcorp.fake,9/23/2020,TRUE,Active,IC,4,10,194,102
779,Margaret,Thompson,margaret.thompson@techcorp.fake,9/15/2023,FALSE,Active,IC,5,9,253,101
780,Elizabeth,Hernandez,elizabeth.hernandez@techcorp.fake,3/16/2021,FALSE,Active,IC,4,9,239,102
781,Elena,Davis,elena.davis@techcorp.fake,3/18/2016,FALSE,Active,IC,3,10,86,102
782,Thomas,Lewis,thomas.lewis@techcorp.fake,6/20/2021,FALSE,Active,IC,2,10,177,101
783,Elena,Robinson,elena.robinson@techcorp.fake,2/2/2021,FALSE,Active,IC,5,9,253,101
784,Nancy,Martinez,nancy.martinez@techcorp.fake,3/25/2021,FALSE,Terminated,IC,7,10,268,101
785,Betty,Ramirez,betty.ramirez@techcorp.fake,9/23/2019,TRUE,Active,IC,7,9,56,104
786,Matthew,Gonzalez,matthew.gonzalez@techcorp.fake,6/29/2020,TRUE,Active,IC,5,9,226,105
787,Thomas,Sharma,thomas.sharma@techcorp.fake,8/23/2019,TRUE,Active,IC,4,9,100,105
788,Richard,Sanchez,richard.sanchez@techcorp.fake,9/24/2015,FALSE,Active,IC,2,9,251,102
789,Karen,Perez,karen.perez@techcorp.fake,12/27/2022,FALSE,Active,IC,4,9,161,102
790,Matthew,Brown,matthew.brown@techcorp.fake,4/17/2017,TRUE,Active,IC,2,10,93,102
791,Patricia,Patel,patricia.patel@techcorp.fake,6/12/2024,FALSE,Active,IC,6,9,250,101
792,Elizabeth,Moore,elizabeth.moore@techcorp.fake,5/3/2016,FALSE,Active,IC,5,10,90,103
793,John,White,john.white@techcorp.fake,12/2/2016,FALSE,Active,IC,5,9,248,104
794,Sarah,Thompson,sarah.thompson@techcorp.fake,11/17/2016,FALSE,Active,IC,6,10,223,104
795,Li,Perez,li.perez@techcorp.fake,3/15/2024,FALSE,Active,IC,7,10,38,101
796,Nancy,Johnson,nancy.johnson@techcorp.fake,9/22/2017,TRUE,Leave,IC,2,9,53,102
797,Neha,Patel,neha.patel@techcorp.fake,12/23/2015,TRUE,Active,IC,2,8,110,101
798,Linda,Hernandez,linda.hernandez@techcorp.fake,5/21/2017,FALSE,Terminated,IC,5,9,184,102
799,Marcus,Ramirez,marcus.ramirez@techcorp.fake,5/27/2020,TRUE,Active,IC,2,10,210,105
800,Charles,Sharma,charles.sharma@techcorp.fake,3/1/2021,TRUE,Active,IC,2,10,42,103
801,Carlos,Jones,carlos.jones@techcorp.fake,12/29/2023,FALSE,Active,IC,7,10,191,101
802,Jennifer,Martinez,jennifer.martinez@techcorp.fake,7/5/2016,TRUE,Active,IC,6,9,83,101
803,Betty,White,betty.white@techcorp.fake,12/16/2019,FALSE,Active,IC,5,9,95,105
804,Neha,Wang,neha.wang@techcorp.fake,11/19/2015,TRUE,Active,IC,6,10,275,103
805,Jennifer,Thompson,jennifer.thompson@techcorp.fake,3/26/2022,FALSE,Active,IC,5,8,103,102
806,Carlos,Taylor,carlos.taylor@techcorp.fake,2/6/2021,TRUE,Active,IC,2,9,203,101
807,Amit,Smith,amit.smith@techcorp.fake,12/21/2021,TRUE,Active,IC,4,9,161,103
808,Nancy,Patel,nancy.patel@techcorp.fake,4/14/2024,FALSE,Leave,IC,2,9,166,102
809,Christopher,Patel,christopher.patel@techcorp.fake,3/24/2015,FALSE,Active,IC,5,9,136,103
810,Jennifer,Chen,jennifer.chen@techcorp.fake,6/8/2021,FALSE,Terminated,IC,7,8,125,102
811,Jennifer,Rodriguez,jennifer.rodriguez@techcorp.fake,9/19/2015,FALSE,Active,IC,7,10,73,103
812,Patricia,Perez,patricia.perez@techcorp.fake,2/22/2017,TRUE,Active,IC,4,9,257,104
813,Sandra,Gonzalez,sandra.gonzalez@techcorp.fake,5/8/2018,FALSE,Active,IC,3,9,198,102
814,David,Harris,david.harris@techcorp.fake,1/25/2024,FALSE,Active,IC,4,9,100,105
815,Sandra,Moore,sandra.moore@techcorp.fake,7/2/2017,FALSE,Active,IC,4,9,159,102
816,Priya,Lopez,priya.lopez@techcorp.fake,7/2/2022,TRUE,Active,IC,2,9,75,105
817,Lisa,Taylor,lisa.taylor@techcorp.fake,8/1/2017,FALSE,Active,IC,4,9,161,105
818,William,Anderson,william.anderson@techcorp.fake,6/23/2022,FALSE,Active,IC,7,10,201,104
819,John,Anderson,john.anderson@techcorp.fake,8/11/2018,TRUE,Active,IC,5,9,66,103
820,Priya,Anderson,priya.anderson@techcorp.fake,3/16/2019,FALSE,Active,IC,3,9,260,102
821,Marcus,Gonzalez,marcus.gonzalez@techcorp.fake,11/19/2016,TRUE,Active,IC,6,9,192,104
822,Carlos,Taylor,carlos.taylor@techcorp.fake,9/9/2021,FALSE,Active,IC,2,10,129,103
823,Li,Sharma,li.sharma@techcorp.fake,11/8/2019,FALSE,Active,IC,3,10,26,102
824,Lisa,Rodriguez,lisa.rodriguez@techcorp.fake,10/15/2023,FALSE,Active,IC,2,10,180,104
825,Priya,Martin,priya.martin@techcorp.fake,4/18/2017,FALSE,Active,IC,6,9,250,101
826,Jennifer,Sanchez,jennifer.sanchez@techcorp.fake,5/27/2017,TRUE,Active,IC,4,10,216,101
827,Mary,Clark,mary.clark@techcorp.fake,11/10/2022,FALSE,Active,IC,6,9,262,103
828,Karen,Lee,karen.lee@techcorp.fake,10/6/2023,FALSE,Active,IC,2,9,120,103
829,Margaret,Moore,margaret.moore@techcorp.fake,2/18/2015,TRUE,Active,IC,4,10,100,102
830,David,Gonzalez,david.gonzalez@techcorp.fake,10/7/2022,FALSE,Active,IC,2,9,179,104
831,Patricia,Thomas,patricia.thomas@techcorp.fake,10/20/2015,FALSE,Active,IC,6,10,167,102
832,Joseph,Rodriguez,joseph.rodriguez@techcorp.fake,7/10/2019,TRUE,Active,IC,2,8,220,104
833,Jennifer,Lopez,jennifer.lopez@techcorp.fake,6/19/2016,TRUE,Active,IC,5,10,197,103
834,Sandra,Jackson,sandra.jackson@techcorp.fake,11/7/2015,TRUE,Active,IC,5,9,202,104
835,Sofia,Miller,sofia.miller@techcorp.fake,6/20/2016,FALSE,Active,IC,4,9,113,105
836,Mary,Wang,mary.wang@techcorp.fake,4/10/2020,FALSE,Active,IC,3,10,271,102
837,Joseph,Moore,joseph.moore@techcorp.fake,5/10/2022,FALSE,Active,IC,5,9,236,102
838,David,Thomas,david.thomas@techcorp.fake,8/22/2015,FALSE,Active,IC,2,10,242,102
839,Linda,Brown,linda.brown@techcorp.fake,5/17/2018,FALSE,Active,IC,2,9,242,105
840,Betty,Harris,betty.harris@techcorp.fake,4/6/2022,FALSE,Active,IC,3,9,158,102
841,Robert,Sharma,robert.sharma@techcorp.fake,11/11/2020,TRUE,Active,IC,2,8,208,102
842,Jennifer,Gonzalez,jennifer.gonzalez@techcorp.fake,7/2/2021,FALSE,Active,IC,3,8,261,102
843,Betty,Taylor,betty.taylor@techcorp.fake,3/22/2021,FALSE,Active,IC,4,10,57,105
844,Patricia,Garcia,patricia.garcia@techcorp.fake,8/24/2017,FALSE,Active,IC,2,9,180,101
845,Charles,Jackson,charles.jackson@techcorp.fake,6/8/2017,FALSE,Active,IC,2,9,55,105
846,Karen,Gonzalez,karen.gonzalez@techcorp.fake,8/20/2020,FALSE,Active,IC,3,10,70,102
847,Amit,Sanchez,amit.sanchez@techcorp.fake,4/23/2024,FALSE,Active,IC,5,10,270,101
848,Karen,Wilson,karen.wilson@techcorp.fake,6/11/2023,TRUE,Active,IC,2,10,258,104
849,Barbara,Patel,barbara.patel@techcorp.fake,2/4/2015,FALSE,Active,IC,7,10,191,104
850,James,Brown,james.brown@techcorp.fake,3/22/2016,TRUE,Active,IC,3,10,37,105
851,Betty,Davis,betty.davis@techcorp.fake,8/24/2024,FALSE,Active,IC,3,9,116,102
852,Susan,Harris,susan.harris@techcorp.fake,10/30/2019,TRUE,Active,IC,3,9,71,103
853,Sofia,Gonzalez,sofia.gonzalez@techcorp.fake,1/5/2024,TRUE,Active,IC,2,9,54,103
854,Carlos,Sharma,carlos.sharma@techcorp.fake,10/24/2021,TRUE,Active,IC,3,9,187,103
855,David,Ramirez,david.ramirez@techcorp.fake,5/24/2022,FALSE,Active,IC,4,10,118,103
856,Li,Robinson,li.robinson@techcorp.fake,4/8/2019,TRUE,Active,IC,2,8,209,103
857,Richard,Williams,richard.williams@techcorp.fake,8/17/2016,FALSE,Active,IC,5,9,102,101
858,John,Ramirez,john.ramirez@techcorp.fake,7/18/2020,FALSE,Active,IC,5,9,139,103
859,Amit,Williams,amit.williams@techcorp.fake,3/26/2021,TRUE,Active,IC,5,9,104,105
860,Jennifer,Chen,jennifer.chen@techcorp.fake,12/10/2015,TRUE,Active,IC,6,10,99,103
861,Elizabeth,Thomas,elizabeth.thomas@techcorp.fake,1/8/2018,FALSE,Active,IC,2,9,269,105
862,Robert,Perez,robert.perez@techcorp.fake,5/17/2024,FALSE,Active,IC,7,8,201,101
863,Daniel,Sharma,daniel.sharma@techcorp.fake,11/20/2018,FALSE,Active,IC,2,9,263,102
864,Elizabeth,Davis,elizabeth.davis@techcorp.fake,8/6/2018,FALSE,Active,IC,7,10,73,102
865,Mary,Davis,mary.davis@techcorp.fake,1/18/2019,TRUE,Terminated,IC,7,9,183,102
866,Richard,Garcia,richard.garcia@techcorp.fake,4/25/2023,TRUE,Active,IC,2,10,53,101
867,Marcus,Wilson,marcus.wilson@techcorp.fake,2/25/2018,TRUE,Active,IC,2,9,244,105
868,Mary,Sharma,mary.sharma@techcorp.fake,2/4/2023,FALSE,Terminated,IC,4,9,79,101
869,Karen,Wang,karen.wang@techcorp.fake,4/5/2020,FALSE,Active,IC,2,10,54,104
870,James,Martinez,james.martinez@techcorp.fake,10/14/2018,FALSE,Active,IC,5,9,184,101
871,Carlos,Williams,carlos.williams@techcorp.fake,1/18/2022,TRUE,Active,IC,5,9,102,102
872,William,Lopez,william.lopez@techcorp.fake,4/7/2024,TRUE,Active,IC,3,9,162,104
873,Thomas,Patel,thomas.patel@techcorp.fake,10/23/2020,TRUE,Active,IC,2,9,52,101
874,William,Lewis,william.lewis@techcorp.fake,4/19/2019,FALSE,Active,IC,3,10,97,102
875,David,Jones,david.jones@techcorp.fake,3/9/2020,TRUE,Active,IC,4,9,168,102
876,Joseph,Harris,joseph.harris@techcorp.fake,2/21/2021,FALSE,Active,IC,7,10,246,103
877,Lisa,Patel,lisa.patel@techcorp.fake,2/10/2020,FALSE,Active,IC,4,9,233,101
878,Sofia,Lee,sofia.lee@techcorp.fake,1/29/2015,FALSE,Active,IC,6,10,250,102
879,Wei,Martin,wei.martin@techcorp.fake,12/6/2016,FALSE,Active,IC,5,9,189,101
880,Sandra,Perez,sandra.perez@techcorp.fake,10/17/2017,FALSE,Active,IC,3,9,147,102
881,Priya,Brown,priya.brown@techcorp.fake,8/25/2020,FALSE,Leave,IC,2,9,266,103
882,Robert,Gonzalez,robert.gonzalez@techcorp.fake,12/17/2018,FALSE,Active,IC,5,10,163,105
883,Susan,Martin,susan.martin@techcorp.fake,10/23/2022,FALSE,Active,IC,5,9,88,105
884,David,Gonzalez,david.gonzalez@techcorp.fake,7/8/2024,FALSE,Active,IC,3,9,86,102
885,William,Taylor,william.taylor@techcorp.fake,3/7/2023,FALSE,Leave,IC,2,10,129,102
886,Neha,Singh,neha.singh@techcorp.fake,7/18/2019,FALSE,Leave,IC,4,8,64,105
887,Barbara,Smith,barbara.smith@techcorp.fake,8/24/2017,FALSE,Active,IC,5,10,165,101
888,Wei,Anderson,wei.anderson@techcorp.fake,8/15/2023,FALSE,Active,IC,2,9,119,104
889,Wei,Gonzalez,wei.gonzalez@techcorp.fake,3/26/2021,FALSE,Active,IC,5,9,68,104
890,James,Taylor,james.taylor@techcorp.fake,3/29/2023,TRUE,Leave,IC,5,9,94,102
891,Marcus,White,marcus.white@techcorp.fake,3/22/2024,TRUE,Active,IC,2,10,106,105
892,Nancy,Davis,nancy.davis@techcorp.fake,10/21/2024,FALSE,Active,IC,6,9,122,103
893,Mark,Clark,mark.clark@techcorp.fake,7/25/2022,FALSE,Active,IC,2,9,263,102
894,Linda,Thompson,linda.thompson@techcorp.fake,4/20/2023,FALSE,Active,IC,3,9,157,102
895,David,Davis,david.davis@techcorp.fake,7/26/2016,FALSE,Active,IC,3,9,37,102
896,Carlos,Davis,carlos.davis@techcorp.fake,5/26/2019,FALSE,Active,IC,2,8,179,105
897,Susan,Sanchez,susan.sanchez@techcorp.fake,9/6/2016,FALSE,Leave,IC,2,9,46,102
898,Sandra,Gonzalez,sandra.gonzalez@techcorp.fake,11/22/2015,TRUE,Active,IC,6,9,153,101
899,Wei,Ramirez,wei.ramirez@techcorp.fake,5/27/2024,FALSE,Active,IC,6,10,44,103
900,Christopher,Harris,christopher.harris@techcorp.fake,1/1/2023,FALSE,Active,IC,3,9,147,102
901,Carlos,Thomas,carlos.thomas@techcorp.fake,12/25/2015,TRUE,Active,IC,2,9,204,102
902,Robert,Johnson,robert.johnson@techcorp.fake,12/16/2019,FALSE,Active,IC,6,9,40,103
903,Charles,Moore,charles.moore@techcorp.fake,6/29/2021,FALSE,Active,IC,2,8,173,101
904,Susan,Taylor,susan.taylor@techcorp.fake,9/18/2019,TRUE,Active,IC,5,10,164,105
905,Betty,Robinson,betty.robinson@techcorp.fake,9/11/2018,TRUE,Active,IC,2,10,244,103
906,Patricia,Gonzalez,patricia.gonzalez@techcorp.fake,6/14/2015,FALSE,Active,IC,5,9,200,101
907,Matthew,Sharma,matthew.sharma@techcorp.fake,5/16/2019,FALSE,Leave,IC,6,10,27,102
908,Matthew,Lewis,matthew.lewis@techcorp.fake,6/16/2019,TRUE,Active,IC,7,9,49,102
909,Sarah,Robinson,sarah.robinson@techcorp.fake,10/16/2022,TRUE,Active,IC,5,9,68,101
910,Marcus,Moore,marcus.moore@techcorp.fake,11/7/2021,FALSE,Active,IC,3,10,29,102
911,Linda,Gonzalez,linda.gonzalez@techcorp.fake,3/22/2018,FALSE,Active,IC,3,8,59,102
912,Elena,Lee,elena.lee@techcorp.fake,2/24/2018,FALSE,Terminated,IC,2,8,224,104
913,Marcus,Robinson,marcus.robinson@techcorp.fake,7/12/2015,TRUE,Active,IC,4,8,141,102
914,Susan,Lee,susan.lee@techcorp.fake,4/28/2022,FALSE,Active,IC,7,8,84,103
915,Rahul,Taylor,rahul.taylor@techcorp.fake,1/21/2022,FALSE,Active,IC,2,8,244,101
916,Sofia,Jackson,sofia.jackson@techcorp.fake,6/9/2023,TRUE,Active,IC,2,9,177,102
917,Amit,Anderson,amit.anderson@techcorp.fake,4/2/2015,FALSE,Active,IC,2,10,111,104
918,Daniel,Rodriguez,daniel.rodriguez@techcorp.fake,5/19/2015,FALSE,Active,IC,5,9,150,103
919,Joseph,Martinez,joseph.martinez@techcorp.fake,4/25/2016,FALSE,Active,IC,3,8,109,102
920,Amit,Patel,amit.patel@techcorp.fake,11/1/2021,FALSE,Active,IC,3,10,232,102
921,Matthew,Thompson,matthew.thompson@techcorp.fake,9/18/2018,TRUE,Active,IC,5,9,139,105
922,Thomas,Robinson,thomas.robinson@techcorp.fake,12/26/2022,FALSE,Active,IC,5,10,182,104
923,Amit,Singh,amit.singh@techcorp.fake,12/6/2015,FALSE,Active,IC,5,9,163,103
924,Mary,Rodriguez,mary.rodriguez@techcorp.fake,12/11/2017,FALSE,Leave,IC,5,10,67,102
925,Susan,Smith,susan.smith@techcorp.fake,11/18/2021,TRUE,Active,IC,3,10,86,103
926,Marcus,Wang,marcus.wang@techcorp.fake,7/28/2022,FALSE,Active,IC,7,10,215,104
927,Marcus,Hernandez,marcus.hernandez@techcorp.fake,3/9/2017,TRUE,Active,IC,2,9,42,101
928,Elena,Chen,elena.chen@techcorp.fake,4/19/2016,FALSE,Active,IC,2,10,111,103
929,Jennifer,Thomas,jennifer.thomas@techcorp.fake,9/14/2021,TRUE,Active,IC,2,9,204,105
930,Jennifer,Rodriguez,jennifer.rodriguez@techcorp.fake,1/2/2019,FALSE,Active,IC,7,10,77,105
931,John,Sharma,john.sharma@techcorp.fake,8/27/2016,TRUE,Active,IC,5,10,90,104
932,Michael,Anderson,michael.anderson@techcorp.fake,2/27/2023,TRUE,Active,IC,5,9,47,101
933,Linda,Lopez,linda.lopez@techcorp.fake,5/3/2023,FALSE,Active,IC,5,8,200,104
934,Joseph,Singh,joseph.singh@techcorp.fake,2/17/2023,FALSE,Active,IC,4,9,233,101
935,Mark,Wilson,mark.wilson@techcorp.fake,3/31/2017,FALSE,Active,IC,5,9,104,105
936,Amit,Davis,amit.davis@techcorp.fake,5/28/2022,FALSE,Active,IC,6,10,274,104
937,Sandra,Davis,sandra.davis@techcorp.fake,8/20/2016,TRUE,Active,IC,2,8,209,105
938,Elena,Clark,elena.clark@techcorp.fake,3/13/2019,FALSE,Active,IC,6,10,275,104
939,Anthony,Lopez,anthony.lopez@techcorp.fake,10/30/2023,FALSE,Leave,IC,5,10,163,105
940,Li,Smith,li.smith@techcorp.fake,5/28/2016,TRUE,Active,IC,5,8,58,101
941,Mark,Hernandez,mark.hernandez@techcorp.fake,3/7/2019,FALSE,Active,IC,2,9,53,105
942,Sofia,Patel,sofia.patel@techcorp.fake,2/21/2020,FALSE,Active,IC,5,10,150,104
943,Amit,Taylor,amit.taylor@techcorp.fake,8/27/2019,FALSE,Active,IC,7,10,181,104
944,Carlos,Singh,carlos.singh@techcorp.fake,10/26/2017,FALSE,Active,IC,6,10,235,102
945,Anthony,Sharma,anthony.sharma@techcorp.fake,5/14/2016,FALSE,Active,IC,2,10,228,103
946,Amit,Lewis,amit.lewis@techcorp.fake,8/12/2019,TRUE,Active,IC,4,9,216,104
947,Patricia,Lee,patricia.lee@techcorp.fake,12/17/2016,TRUE,Active,IC,4,10,245,104
948,Nancy,Lee,nancy.lee@techcorp.fake,2/15/2018,FALSE,Active,IC,3,10,229,102
949,Mary,Thompson,mary.thompson@techcorp.fake,2/17/2019,TRUE,Active,IC,2,9,224,105
950,Elizabeth,Garcia,elizabeth.garcia@techcorp.fake,4/2/2022,TRUE,Active,IC,7,9,246,104
951,Robert,Perez,robert.perez@techcorp.fake,10/27/2016,FALSE,Active,IC,3,9,229,102
952,Elizabeth,Davis,elizabeth.davis@techcorp.fake,11/20/2021,FALSE,Active,IC,2,10,178,101
953,Amit,Wang,amit.wang@techcorp.fake,1/17/2021,TRUE,Active,IC,4,9,194,104
954,Sofia,Hernandez,sofia.hernandez@techcorp.fake,5/6/2021,FALSE,Active,IC,2,9,78,105
955,Richard,White,richard.white@techcorp.fake,12/15/2017,FALSE,Active,IC,2,9,75,102
956,Priya,Lee,priya.lee@techcorp.fake,8/16/2015,TRUE,Active,IC,2,10,210,102
957,Li,Johnson,li.johnson@techcorp.fake,12/6/2022,FALSE,Active,IC,4,10,118,103
958,Lisa,Jackson,lisa.jackson@techcorp.fake,5/29/2015,FALSE,Active,IC,5,10,164,105
959,Joseph,Ramirez,joseph.ramirez@techcorp.fake,12/5/2017,FALSE,Active,IC,5,9,197,104
960,Mark,Taylor,mark.taylor@techcorp.fake,3/13/2018,FALSE,Active,IC,4,9,254,104
961,Linda,Garcia,linda.garcia@techcorp.fake,9/23/2016,TRUE,Active,IC,6,9,27,103
962,Robert,Jackson,robert.jackson@techcorp.fake,9/25/2018,FALSE,Active,IC,3,9,140,102
963,Mark,Ramirez,mark.ramirez@techcorp.fake,2/17/2016,FALSE,Active,IC,2,8,121,103
964,Patricia,Johnson,patricia.johnson@techcorp.fake,10/22/2019,FALSE,Active,IC,3,9,33,102
965,Barbara,Brown,barbara.brown@techcorp.fake,6/3/2016,FALSE,Active,IC,6,9,167,105
966,Mary,Perez,mary.perez@techcorp.fake,9/29/2018,FALSE,Active,IC,4,10,159,102
967,Anthony,Sanchez,anthony.sanchez@techcorp.fake,8/31/2021,TRUE,Active,IC,2,8,54,105
968,Priya,Gonzalez,priya.gonzalez@techcorp.fake,9/14/2024,TRUE,Active,IC,3,9,214,105
969,Li,Sharma,li.sharma@techcorp.fake,5/11/2021,TRUE,Active,IC,3,10,32,102
970,Li,Taylor,li.taylor@techcorp.fake,7/28/2021,FALSE,Active,IC,5,9,117,105
971,Betty,Jackson,betty.jackson@techcorp.fake,8/4/2023,TRUE,Active,IC,5,8,90,102
972,Anthony,Wang,anthony.wang@techcorp.fake,1/7/2018,FALSE,Leave,IC,5,10,89,104
973,Robert,Ramirez,robert.ramirez@techcorp.fake,8/20/2016,TRUE,Active,IC,3,9,271,101
974,Karen,Smith,karen.smith@techcorp.fake,7/18/2019,FALSE,Active,IC,7,9,246,104
975,David,Moore,david.moore@techcorp.fake,12/18/2023,TRUE,Active,IC,7,9,183,103
976,Elizabeth,Singh,elizabeth.singh@techcorp.fake,8/13/2019,FALSE,Active,IC,3,10,162,102
977,Marcus,Lopez,marcus.lopez@techcorp.fake,2/18/2022,FALSE,Active,IC,2,9,93,101
978,Sofia,Davis,sofia.davis@techcorp.fake,11/30/2020,FALSE,Active,IC,2,9,119,105
979,Jennifer,White,jennifer.white@techcorp.fake,8/29/2023,FALSE,Active,IC,3,10,229,102
980,Linda,Thomas,linda.thomas@techcorp.fake,12/28/2020,FALSE,Active,IC,5,10,80,105
981,Daniel,Brown,daniel.brown@techcorp.fake,3/14/2024,FALSE,Active,IC,5,10,231,103
982,Betty,Clark,betty.clark@techcorp.fake,4/8/2020,TRUE,Leave,IC,2,8,34,102
983,Barbara,Rodriguez,barbara.rodriguez@techcorp.fake,12/30/2016,TRUE,Active,IC,5,9,206,103
984,Betty,Thomas,betty.thomas@techcorp.fake,8/11/2016,FALSE,Terminated,IC,6,9,44,104
985,Richard,Lopez,richard.lopez@techcorp.fake,9/24/2021,FALSE,Active,IC,3,9,252,102
986,Marcus,Patel,marcus.patel@techcorp.fake,1/12/2016,FALSE,Active,IC,2,9,267,101
987,Sarah,White,sarah.white@techcorp.fake,11/8/2018,TRUE,Active,IC,2,8,178,104
988,Matthew,Wilson,matthew.wilson@techcorp.fake,2/13/2020,FALSE,Leave,IC,3,8,140,102
989,Amit,Harris,amit.harris@techcorp.fake,10/29/2023,TRUE,Active,IC,2,9,177,105
990,Marcus,Chen,marcus.chen@techcorp.fake,1/20/2017,TRUE,Active,IC,5,10,193,105
991,Barbara,Williams,barbara.williams@techcorp.fake,9/18/2016,TRUE,Active,IC,2,9,121,104
992,Li,White,li.white@techcorp.fake,4/13/2024,TRUE,Active,IC,3,8,218,104
993,Patricia,Rodriguez,patricia.rodriguez@techcorp.fake,6/2/2024,TRUE,Active,IC,2,8,207,105
994,Robert,Sanchez,robert.sanchez@techcorp.fake,6/18/2019,FALSE,Leave,IC,3,8,29,102
995,Carlos,Martin,carlos.martin@techcorp.fake,9/21/2017,TRUE,Active,IC,2,10,178,104
996,Linda,Martinez,linda.martinez@techcorp.fake,5/3/2019,FALSE,Active,IC,2,9,46,104
997,Margaret,Jackson,margaret.jackson@techcorp.fake,12/3/2016,TRUE,Active,IC,2,10,31,102
998,Priya,Williams,priya.williams@techcorp.fake,11/14/2021,FALSE,Active,IC,6,9,101,103
999,William,White,william.white@techcorp.fake,8/21/2020,FALSE,Active,IC,3,9,229,102
1000,Mark,Jones,mark.jones@techcorp.fake,3/25/2018,TRUE,Active,IC,3,9,37,105
1001,Susan,Williams,susan.williams@techcorp.fake,4/21/2016,FALSE,Active,IC,5,10,105,102
1002,Marcus,Clark,marcus.clark@techcorp.fake,3/6/2023,FALSE,Active,IC,2,9,93,105
1003,Nancy,Thomas,nancy.thomas@techcorp.fake,2/5/2016,FALSE,Active,IC,4,10,64,103
1004,David,Anderson,david.anderson@techcorp.fake,10/26/2022,TRUE,Active,IC,2,9,129,103
1005,Daniel,Wang,daniel.wang@techcorp.fake,2/2/2021,FALSE,Active,IC,2,10,51,102
1006,James,Lopez,james.lopez@techcorp.fake,5/5/2024,FALSE,Active,IC,2,9,169,103
1007,Carlos,Sanchez,carlos.sanchez@techcorp.fake,2/26/2015,TRUE,Active,IC,2,8,267,103
1008,Christopher,Chen,christopher.chen@techcorp.fake,2/19/2020,FALSE,Active,IC,7,10,49,101
1009,Betty,Thompson,betty.thompson@techcorp.fake,3/23/2016,FALSE,Active,IC,5,8,138,105
1010,Li,Patel,li.patel@techcorp.fake,7/22/2015,FALSE,Active,IC,7,8,191,104
1011,Daniel,Martin,daniel.martin@techcorp.fake,7/15/2019,FALSE,Active,IC,2,9,145,102
1012,James,Lopez,james.lopez@techcorp.fake,1/7/2017,FALSE,Active,IC,2,9,41,102
1013,Marcus,Thompson,marcus.thompson@techcorp.fake,7/21/2015,TRUE,Active,IC,3,10,86,102
1014,Joseph,Brown,joseph.brown@techcorp.fake,9/15/2018,FALSE,Active,IC,5,9,182,102
1015,Christopher,Thompson,christopher.thompson@techcorp.fake,8/7/2021,FALSE,Active,IC,6,9,99,104
1016,William,Smith,william.smith@techcorp.fake,6/10/2017,TRUE,Active,IC,7,10,212,101
1017,William,Harris,william.harris@techcorp.fake,11/6/2021,TRUE,Active,IC,5,9,163,103
1018,Elizabeth,Johnson,elizabeth.johnson@techcorp.fake,7/31/2021,TRUE,Active,IC,5,10,236,105
1019,Betty,Robinson,betty.robinson@techcorp.fake,8/4/2015,FALSE,Terminated,IC,2,9,247,104
1020,Wei,Williams,wei.williams@techcorp.fake,4/8/2023,TRUE,Active,IC,2,9,203,105
1021,Matthew,Lee,matthew.lee@techcorp.fake,2/15/2022,FALSE,Active,IC,3,9,260,102
1022,Betty,Harris,betty.harris@techcorp.fake,1/13/2023,TRUE,Active,IC,3,9,87,102
1023,David,Martin,david.martin@techcorp.fake,1/23/2015,FALSE,Active,IC,3,9,148,102
1024,Sofia,Perez,sofia.perez@techcorp.fake,1/11/2021,FALSE,Active,IC,4,10,155,101
1025,Mary,Lee,mary.lee@techcorp.fake,4/24/2018,FALSE,Active,IC,4,10,168,105
1026,Michael,Singh,michael.singh@techcorp.fake,4/15/2021,FALSE,Active,IC,5,10,184,101
1027,Sarah,Anderson,sarah.anderson@techcorp.fake,1/18/2017,FALSE,Active,IC,2,10,166,105
1028,Anthony,Anderson,anthony.anderson@techcorp.fake,3/15/2017,FALSE,Active,IC,4,10,245,103
1029,Neha,Harris,neha.harris@techcorp.fake,5/14/2015,TRUE,Active,IC,7,8,268,105
1030,Anthony,Lee,anthony.lee@techcorp.fake,11/17/2015,TRUE,Active,IC,4,10,273,104
1031,Thomas,White,thomas.white@techcorp.fake,9/3/2021,FALSE,Active,IC,7,9,268,105
1032,Lisa,Jones,lisa.jones@techcorp.fake,3/9/2016,FALSE,Active,IC,2,10,269,101
1033,Matthew,Garcia,matthew.garcia@techcorp.fake,11/11/2017,FALSE,Active,IC,2,9,151,102
1034,Michael,Thompson,michael.thompson@techcorp.fake,5/22/2017,TRUE,Active,IC,2,9,34,104
1035,Jennifer,Brown,jennifer.brown@techcorp.fake,10/2/2023,TRUE,Active,IC,6,9,217,103
1036,Lisa,Clark,lisa.clark@techcorp.fake,8/17/2023,TRUE,Active,IC,5,8,197,103
1037,Amit,Moore,amit.moore@techcorp.fake,12/15/2022,FALSE,Active,IC,4,9,219,104
1038,Mark,Lee,mark.lee@techcorp.fake,9/29/2020,FALSE,Active,IC,2,10,207,102
